image_id,file_name,width,height,final_split,source_group,annotation_count,negative,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
600,000600.jpg,550,550,test,Welded-Steel-Section-with-T-Shape.jpg,13,False,0,13,0,0,0
601,000601.jpg,640,640,valid,-2024-04-08-181342_png_jpg,5,False,0,5,0,0,0
602,000602.jpg,640,640,train,-_20230924182506_png_jpg,5,False,0,5,0,0,0
603,000603.jpg,225,225,test,images-1-.jpg,3,False,0,3,0,0,0
604,000604.jpg,640,640,test,-2024-04-09-190723_png_jpg,4,False,0,4,0,0,0
605,000605.jpg,500,500,train,steelbeam106.jpg,3,False,0,0,3,0,0
606,000606.jpg,454,637,train,-2024-04-08-181609.png,8,False,0,8,0,0,0
607,000607.jpg,416,416,train,417_original_png.jpg,21,False,0,0,0,21,0
608,000608.jpg,424,280,train,-2024-04-08-181324.png,5,False,0,5,0,0,0
609,000609.jpg,640,640,valid,-2024-04-08-181248_png_jpg,10,False,0,10,0,0,0
610,000610.jpg,640,640,train,-2024-04-08-181358_png_jpg,5,False,0,5,0,0,0
611,000611.jpg,640,640,train,-2024-04-08-181453_png_jpg,5,False,0,5,0,0,0
612,000612.jpg,640,640,train,-2024-04-08-181353_png_jpg,5,False,0,5,0,0,0
613,000613.jpg,640,640,test,-_20240404161141_png_jpg,7,False,0,7,0,0,0
614,000614.jpg,302,176,train,-2024-04-09-190757.png,6,False,0,6,0,0,0
615,000615.jpg,416,416,valid,8c41814c-8.jpg,6,False,0,0,0,6,0
616,000616.jpg,640,640,test,e327edd1-7_jpg,39,False,0,0,0,39,0
617,000617.jpg,483,273,train,-_20230924182518_png.jpg,5,False,0,5,0,0,0
618,000618.jpg,162,121,train,I-beam-price10.jpg,5,False,0,0,5,0,0
619,000619.jpg,477,346,test,-2024-04-08-175806.png,8,False,0,0,8,0,0
620,000620.jpg,416,416,train,og.jpg,62,False,0,0,0,62,0
621,000621.jpg,1080,810,train,0ccb3945-bf02-4c23-9328-0dd0bdca6a73.jpg,0,True,0,0,0,0,0
622,000622.jpg,416,215,test,-2024-04-08-181441.png,5,False,0,5,0,0,0
623,000623.jpg,963,1280,train,1107afa4-cb0c-43c4-a59c-5a82df35f3ca.jpg,36,False,0,0,36,0,0
624,000624.jpg,480,480,train,000038.jpg,4,False,0,0,4,0,0
625,000625.jpg,640,640,train,-_20230708190552_png_jpg,2,False,0,2,0,0,0
626,000626.jpg,367,231,valid,-2024-04-08-181358.png,5,False,0,5,0,0,0
627,000627.jpg,640,640,train,-2024-04-08-180945_png_jpg,10,False,0,10,0,0,0
628,000628.jpg,640,640,train,-2024-04-08-181441_png_jpg,5,False,0,5,0,0,0
629,000629.jpg,140,140,train,I-beam-price1.jpg,1,False,0,0,1,0,0
630,000630.jpg,640,640,train,-2024-04-08-181030_png_jpg,4,False,0,4,0,0,0
631,000631.jpg,640,640,test,-2024-04-08-181047_png_jpg,5,False,0,5,0,0,0
632,000632.jpg,640,640,train,-2024-04-09-190611_png_jpg,6,False,0,6,0,0,0
633,000633.jpg,416,416,valid,8c41814c-8.jpg,17,False,0,0,0,17,0
634,000634.jpg,640,640,train,417_original_png_jpg,28,False,0,0,0,28,0
635,000635.jpg,640,640,train,-2024-04-09-190700_png_jpg,5,False,0,5,0,0,0
636,000636.jpg,500,464,train,steelbeam10.jpg,21,False,0,0,21,0,0
637,000637.jpg,416,416,train,417_original_png.jpg,15,False,0,0,0,15,0
638,000638.jpg,897,579,train,-_20230708190548.png,3,False,0,3,0,0,0
639,000639.jpg,454,314,test,-2024-04-08-181319.png,5,False,0,5,0,0,0
640,000640.jpg,640,640,train,-2024-04-10-133445_png_jpg,5,False,0,5,0,0,0
641,000641.jpg,640,640,train,-2024-04-08-181319_png_jpg,5,False,0,5,0,0,0
642,000642.jpg,540,960,valid,a7352af9-e798-48f7-b5fa-59d6b5a284ed.jpg,264,False,264,0,0,0,0
643,000643.jpg,501,516,train,-_20230924182515.png,10,False,0,10,0,0,0
644,000644.jpg,84,206,train,-2024-04-08-181302.png,4,False,0,4,0,0,0
645,000645.jpg,640,640,test,-2024-04-08-181047_png_jpg,5,False,0,5,0,0,0
646,000646.jpg,259,314,train,-2024-04-08-181226.png,1,False,0,1,0,0,0
647,000647.jpg,1080,810,train,26d68488-3f59-4d3e-8ba2-5f0207fee430.jpg,0,True,0,0,0,0,0
648,000648.jpg,640,640,train,-_20230924182518_png_jpg,5,False,0,5,0,0,0
649,000649.jpg,640,640,test,-2024-04-09-190630_png_jpg,5,False,0,5,0,0,0
650,000650.jpg,565,615,train,7d2b6e9a3a463279150b7312f8b3ec6_png.jpg,9,False,0,9,0,0,0
651,000651.jpg,500,500,valid,img_52.jpg,3,False,0,0,3,0,0
652,000652.jpg,640,640,train,-2024-04-08-181739_png_jpg,5,False,0,5,0,0,0
653,000653.jpg,1080,486,train,1a7a4d1b-14e9-4bea-8fe3-bf2a0960401e.jpg,238,False,0,0,238,0,0
654,000654.jpg,640,640,train,-_20230820171912_png_jpg,21,False,0,21,0,0,0
655,000655.jpg,640,640,train,4aedfa6ec53befe81c754afb6a00c59_png_jpg,18,False,0,18,0,0,0
656,000656.jpg,425,218,train,-2024-04-08-181435.png,5,False,0,5,0,0,0
657,000657.jpg,640,640,train,-2024-04-08-181752_png,5,False,0,5,0,0,0
658,000658.jpg,640,640,train,-2024-04-08-181235_png_jpg,5,False,0,5,0,0,0
659,000659.jpg,640,640,train,-2024-04-08-181203_png_jpg,5,False,0,5,0,0,0
660,000660.jpg,640,640,train,-2024-04-08-181724_png_jpg,4,False,0,4,0,0,0
661,000661.jpg,409,268,train,-2024-04-08-181353_png.jpg,5,False,0,5,0,0,0
662,000662.jpg,393,242,train,-2024-04-08-181009.png,5,False,0,5,0,0,0
663,000663.jpg,317,175,train,-2024-04-09-190750.png,6,False,0,6,0,0,0
664,000664.jpg,640,640,train,c8902ef8e99e0a92d38e98ccb831d94_png_jpg,10,False,0,10,0,0,0
665,000665.jpg,500,500,train,000021.jpg,1,False,0,0,1,0,0
666,000666.jpg,640,640,train,-2024-04-08-181729_png_jpg,4,False,0,4,0,0,0
667,000667.jpg,416,416,train,417_original_png.jpg,5,False,0,0,0,5,0
668,000668.jpg,640,640,train,images-5-_jpg,8,False,0,8,0,0,0
669,000669.jpg,414,262,train,-2024-04-08-181425_png.jpg,5,False,0,5,0,0,0
670,000670.jpg,525,255,train,-_20230924182509.png,5,False,0,5,0,0,0
671,000671.jpg,640,640,train,-_20230708190625_png_jpg,6,False,0,6,0,0,0
672,000672.jpg,416,416,train,16c3ab3b-13.jpg,30,False,0,0,0,30,0
673,000673.jpg,456,575,train,a11e48597575f2867df096f0aff0f8c_png.jpg,10,False,0,10,0,0,0
674,000674.jpg,640,640,train,-2024-04-08-181441_png_jpg,5,False,0,5,0,0,0
675,000675.jpg,640,640,train,52a9972f9c6177ed93c9ee9718fb72a_png_jpg,10,False,0,10,0,0,0
676,000676.jpg,640,640,train,-_20230924182515_png_jpg,10,False,0,10,0,0,0
677,000677.jpg,416,416,train,16c3ab3b-13.jpg,24,False,0,0,0,24,0
678,000678.jpg,416,416,valid,8c41814c-8.jpg,29,False,0,0,0,29,0
679,000679.jpg,640,640,train,-_20230708190548_png_jpg,3,False,0,3,0,0,0
680,000680.jpg,304,369,train,-2024-04-08-180117_png.jpg,3,False,0,0,3,0,0
681,000681.jpg,720,1280,train,5aeda55e-e86e-4770-94a6-a8d9f22712e0.jpg,91,False,0,0,91,0,0
682,000682.jpg,640,640,train,-_20230708190558_png_jpg,20,False,0,20,0,0,0
683,000683.jpg,345,256,valid,55f2e3dcaca58008c38d3de88bfed5a_png.jpg,20,False,0,20,0,0,0
684,000684.jpg,608,1080,train,139164d9-2ca0-4ab8-b0c4-593cea19ab1b.jpg,214,False,0,0,214,0,0
685,000685.jpg,848,461,train,-_20240404161218_png.jpg,7,False,0,7,0,0,0
686,000686.jpg,640,640,valid,Besi-T-Beam_jpg,17,False,0,17,0,0,0
687,000687.jpg,416,416,train,417_original_png.jpg,22,False,0,0,0,22,0
688,000688.jpg,640,640,train,-2024-04-08-181616_png_jpg,8,False,0,8,0,0,0
689,000689.jpg,640,640,train,-2024-04-10-133618_png_jpg,4,False,0,4,0,0,0
690,000690.jpg,600,445,train,img_121.jpg,5,False,0,0,5,0,0
691,000691.jpg,640,640,train,images_jpg,5,False,0,5,0,0,0
692,000692.jpg,640,640,test,-_20240404161141_png_jpg,7,False,0,7,0,0,0
693,000693.jpg,640,640,train,-2024-04-09-190707_png_jpg,6,False,0,6,0,0,0
694,000694.jpg,544,521,train,eb43f681d886ca1a7f144046469daf0.png,5,False,0,5,0,0,0
695,000695.jpg,640,640,train,-2024-04-08-181435_png_jpg,5,False,0,5,0,0,0
696,000696.jpg,493,624,train,103f559751e75f575b7101078f8b0fa.png,19,False,0,19,0,0,0
697,000697.jpg,574,1020,train,aefc528c-6ee9-4f61-81f9-c945f58343dd.jpg,45,False,0,0,45,0,0
698,000698.jpg,640,640,train,-2024-04-08-181001_png,10,False,0,10,0,0,0
699,000699.jpg,640,640,train,Welded-Steel-Section-with-T-Shape_jpg,13,False,0,13,0,0,0
700,000700.jpg,233,196,train,-2024-04-10-132218.png,5,False,0,5,0,0,0
701,000701.jpg,640,640,valid,-2024-04-08-181056_png_jpg,3,False,0,3,0,0,0
702,000702.jpg,640,640,train,d01bdd40-12_jpg,40,False,0,0,0,40,0
703,000703.jpg,640,640,train,0f4060d50c39f101b100626f93d1f04_png_jpg,10,False,0,10,0,0,0
704,000704.jpg,640,640,train,xc066iwm_png_jpg,8,False,0,8,0,0,0
705,000705.jpg,640,640,train,-2024-04-09-190750_png_jpg,6,False,0,6,0,0,0
706,000706.jpg,484,283,train,-_20230924182506_png.jpg,5,False,0,5,0,0,0
707,000707.jpg,810,1080,train,7f954053-8e72-4556-82a9-809ff3810fb1.jpg,273,False,52,0,221,0,0
708,000708.jpg,353,191,train,-2024-04-09-190738.png,5,False,0,5,0,0,0
709,000709.jpg,138,137,train,xc066iwm_png.jpg,8,False,0,8,0,0,0
710,000710.jpg,416,416,train,d01bdd40-12.jpg,32,False,0,0,0,32,0
711,000711.jpg,416,416,valid,8c41814c-8.jpg,6,False,0,0,0,6,0
712,000712.jpg,640,640,train,-_20230820171912_png_jpg,23,False,0,23,0,0,0
713,000713.jpg,1080,810,train,759f370d-c956-46cf-aa38-c9d6059b855d.jpg,0,True,0,0,0,0,0
714,000714.jpg,140,140,train,I-beam-price17.jpg,1,False,0,0,1,0,0
715,000715.jpg,599,534,train,-_20230708190625_png.jpg,1,False,0,1,0,0,0
716,000716.jpg,225,225,train,images-5-.jpg,8,False,0,8,0,0,0
717,000717.jpg,500,500,train,d2e9bf12-6da6-49ed-89c2-e7a31326df59.png,3,False,0,3,0,0,0
718,000718.jpg,640,640,train,-2024-04-08-181107_png_jpg,6,False,0,6,0,0,0
719,000719.jpg,640,640,train,-2024-04-08-181539_png_jpg,3,False,0,3,0,0,0
720,000720.jpg,286,314,train,-2024-04-08-181147.png,11,False,0,11,0,0,0
721,000721.jpg,574,1020,train,59041c11-42aa-4be6-8cec-333e68075cfe.jpg,221,False,0,0,221,0,0
722,000722.jpg,559,538,train,-_20230924182429_png.jpg,3,False,0,0,3,0,0
723,000723.jpg,640,640,train,923a108f41cc108b080c4fe180deb58_png_jpg,10,False,0,10,0,0,0
724,000724.jpg,416,416,train,fe395024-27.jpg,20,False,0,0,0,20,0
725,000725.jpg,640,640,train,-2024-04-09-190957_png_jpg,14,False,0,14,0,0,0
726,000726.jpg,1080,486,train,6c04c28e-cc96-43cc-9e1f-b2d0d0c7c5ee.jpg,421,False,421,0,0,0,0
727,000727.jpg,367,231,train,-2024-04-08-181358_png.jpg,5,False,0,5,0,0,0
728,000728.jpg,640,640,train,-2024-04-08-181319_png_jpg,7,False,0,7,0,0,0
729,000729.jpg,394,198,test,-2024-04-08-181342_png.jpg,5,False,0,5,0,0,0
730,000730.jpg,640,640,valid,d2e9bf12-6da6-49ed-89c2-e7a31326df59_png,3,False,0,3,0,0,0
731,000731.jpg,299,340,train,-2024-04-08-181153.png,10,False,0,10,0,0,0
732,000732.jpg,640,640,train,-_20230708190625_png_jpg,13,False,0,13,0,0,0
733,000733.jpg,416,416,train,d01bdd40-12.jpg,23,False,0,0,0,23,0
734,000734.jpg,640,640,valid,-2024-04-08-181746_png,5,False,0,5,0,0,0
735,000735.jpg,640,640,train,-2024-04-09-190738_png_jpg,5,False,0,5,0,0,0
736,000736.jpg,640,640,train,-2024-04-10-131727_png_jpg,6,False,0,6,0,0,0
737,000737.jpg,640,640,train,-2024-04-10-132132_png_jpg,8,False,0,8,0,0,0
738,000738.jpg,233,131,train,-2024-04-10-133618_png.jpg,4,False,0,4,0,0,0
739,000739.jpg,640,640,train,-2024-04-08-181446_png_jpg,4,False,0,4,0,0,0
740,000740.jpg,500,500,train,steelbeam21.jpg,4,False,0,0,4,0,0
741,000741.jpg,640,640,train,xc066iwm_png_jpg,8,False,0,8,0,0,0
742,000742.jpg,360,253,train,-2024-04-08-181446_png.jpg,5,False,0,5,0,0,0
