master_id,final_split,fold,file_name,orig_split,orig_image_id,source_group,source_name,md5,sha256,width,height,annotation_count,is_negative,class_names,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
197,train,0,000197.jpg,train,507,-2024-04-10-133445_png,-2024-04-10-133445_png,40443bd0572079957cc5db0df709a028,f0887c970e0c2eb2abce0d292e6b0401eabe12ff97c05fb4ec85c7f13aa1be93,640,640,6,False,T-beam,0,6,0,0,0
198,train,1,000198.jpg,train,122,-_20230708190558_png.jpg,-_20230708190558_png.jpg,4117ba020dc42b96b4a597c49408c6bd,47264e1a885c2b13a0f2588ce5847d2b6bbd26a1c784844ce80e3819e24886ff,907,322,19,False,T-beam,0,19,0,0,0
199,train,1,000199.jpg,train,529,-_20230924182503_png_jpg,-_20230924182503_png_jpg,41631a29a179cf5ee13a0b96fc168fc9,1ae8bd67edccece7dbd1ecb37cd9bf2585a40c3c4cc239366dc5ba6273449880,640,640,5,False,T-beam,0,5,0,0,0
200,test,6,000200.jpg,train,196,86605a3e-c9cf-4fbf-aabf-952a7b24b408.jpg,86605a3e-c9cf-4fbf-aabf-952a7b24b408.jpg,41f4ed5161697bd24d067bc415d22de3,3e2b1afe2223497a204186360a7462e0b926eb906b6cbd1a5c5da1b356788a45,574,1020,16,False,HI-Beam,0,0,16,0,0
201,train,9,000201.jpg,valid,62,103f559751e75f575b7101078f8b0fa_png_jpg,103f559751e75f575b7101078f8b0fa_png_jpg,421963015832e592320a783fbf4acbbf,265cd5950844745a7a97431e26daa5b1ee39c10432878ef933785fc6fa1532cc,640,640,17,False,T-beam,0,17,0,0,0
202,train,9,000202.jpg,train,80,-2024-04-08-181302_png.jpg,-2024-04-08-181302_png.jpg,4225a8b96c91e3418468ea7a7f99c7d2,d3ac4e7e22b25e8c83a2d6d1b38515842d75dda68b1fbc794e91580d636886f1,84,206,4,False,T-beam,0,4,0,0,0
203,test,6,000203.jpg,train,585,1dce8876-f9ee-4d23-9c1c-f850859b329f_jpg,1dce8876-f9ee-4d23-9c1c-f850859b329f_jpg,4237b41156896544ff9e5d5cfd79ec28,e21c86adc4331f11dccc87cdae00ee92c2b1c4ad1e92dc9e5ede686df9d013f5,640,640,18,False,HI-Beam,0,0,18,0,0
204,valid,2,000204.jpg,train,207,52a9972f9c6177ed93c9ee9718fb72a_png.jpg,52a9972f9c6177ed93c9ee9718fb72a_png.jpg,4294aa42a13aee7287ab7464b984e4ad,66b0c9e9be078466074cab6da617867cac0f2be99b7530281e6cc6976326116c,575,597,11,False,T-beam,0,11,0,0,0
205,train,7,000205.jpg,train,573,-2024-04-08-181030_png.jpg,-2024-04-08-181030_png.jpg,42c615b903e8f4219e55183a67fbd0bd,749e84a94df3fb31ebe70177c835767c7302c5a6037a0f1bf69d4cb4ebc7a90b,412,258,4,False,T-beam,0,4,0,0,0
206,train,3,000206.jpg,train,523,-2024-04-08-181446_png_jpg,-2024-04-08-181446_png_jpg,43bd1da5a9c8b59a1a1f55817517e2f9,75a8f19bd3076b44ac8856ace9b3855f22c3a28ef9469c1e0a0515721e4b6c2b,640,640,4,False,T-beam,0,4,0,0,0
207,train,9,000207.jpg,train,500,24ensjn6_png.jpg,24ensjn6_png.jpg,43ef46760c411ae2f4b28adaf391ad7c,f668cc1bc303a13e9c4012a3fa055ecadcb462d04d0a8c1e9a525255eecaabc0,316,266,4,False,HI-Beam,0,0,4,0,0
208,test,6,000208.jpg,train,484,-2024-04-08-181430_png_jpg,-2024-04-08-181430_png_jpg,43f53b904783397a243845e748fe2d75,c42c361f70930869e2e3be5fe34aad594e676a49c6feb3f72d800189f465c0c3,640,640,5,False,T-beam,0,5,0,0,0
209,train,5,000209.jpg,train,124,-_20230708190618_png_jpg,-_20230708190618_png_jpg,444a1dcc4c03427de6262a9cee195e80,7ba0bcb0f0340f6e4db42c7a7a5dad81abdbdfec29c509842680a6d7cfb893c1,640,640,4,False,T-beam,0,4,0,0,0
210,train,0,000210.jpg,train,350,-2024-04-10-132132.png,-2024-04-10-132132.png,457dce169f901b31ee23a7dac2947a73,a3fda2c5926229ca861e6f2ee20599b8db9ab2371e18e7441e6001516ac23f99,273,232,7,False,T-beam,0,7,0,0,0
211,train,7,000211.jpg,train,272,-2024-04-10-131903_png.jpg,-2024-04-10-131903_png.jpg,45b632743b17b4fdfa66552f54e814e9,5b19eec7eff83bdf4ae00a59c676e892491921563d37d886f427ff5221c9ae2d,169,199,11,False,T-beam,0,11,0,0,0
212,train,7,000212.jpg,train,32,-2024-04-10-133445_png_jpg,-2024-04-10-133445_png_jpg,45b955fa8529fb5577cbbb6f1f22b7d9,ebe87de6c010a410703d74bdc0986d64c59584e94e8c3799c12893755c776281,640,640,5,False,T-beam,0,5,0,0,0
213,train,3,000213.jpg,train,511,c8902ef8e99e0a92d38e98ccb831d94.png,c8902ef8e99e0a92d38e98ccb831d94.png,45f55dc73ed881ad15eeef0d3f87358c,1bde6afb108715cac72292404577a641281ab099c85fd3fba526ba186ec801b1,247,262,10,False,T-beam,0,10,0,0,0
214,test,6,000214.jpg,train,524,72f629d38f7cad8a5a767fbe1c8c47b_png.jpg,72f629d38f7cad8a5a767fbe1c8c47b_png.jpg,4699b08daedb5450905c560161028933,9358de12b1b5f2859f530b3116352ab75dc005bc98151041592fa932fa8d4424,388,207,10,False,T-beam,0,10,0,0,0
215,train,9,000215.jpg,train,546,-2024-04-08-180928.png,-2024-04-08-180928.png,46e1574964d197b47d6f5353532f5da0,370e95c04a1874a0b1be19740cf6bec2bc93ce41ca8f09481ed452e1dfb1facf,388,428,11,False,T-beam,0,11,0,0,0
216,test,6,000216.jpg,train,564,SUS-ASTM-Universal-Formwork-Channel-A36-Welding-Steel-H-Beam-for-Bridge-Building-Material.jpg,SUS-ASTM-Universal-Formwork-Channel-A36-Welding-Steel-H-Beam-for-Bridge-Building-Material.jpg,476115c14a6f84cf10e8bf0f7bfddad2,eada2c548385d668d4d99ab1dfdabcf9b278d4eeac29e7b0e42537363e4d4865,300,300,29,False,HI-Beam,0,0,29,0,0
217,train,4,000217.jpg,train,332,103f559751e75f575b7101078f8b0fa_png.jpg,103f559751e75f575b7101078f8b0fa_png.jpg,47856d045c28e397f736bdbcb6580806,46956079c400ce8b73f5f740fa913ad26c0c6c8b0a29fa6dd71ef964b116fd37,493,624,19,False,T-beam,0,19,0,0,0
218,test,6,000218.jpg,valid,35,-2024-04-08-181729_png_jpg,-2024-04-08-181729_png_jpg,47b79d268e0a907695b105fe17e4325b,64de4b6efdddbd4595568cf5620bf3661616f9d5592018fe42f8933178f8fb9c,640,640,5,False,T-beam,0,5,0,0,0
219,test,6,000219.jpg,train,66,-2024-04-08-181529_png_jpg,-2024-04-08-181529_png_jpg,47c8df264eb8723a399a897fdf48be9b,111ce2871bf82c63644b3ff764a1bc902f94c114244d66fbd2a00f5ae0e6db58,640,640,5,False,T-beam,0,5,0,0,0
220,test,6,000220.jpg,train,575,55f2e3dcaca58008c38d3de88bfed5a.png,55f2e3dcaca58008c38d3de88bfed5a.png,486579288e9d7456ce59f5a32f966bfb,0f390a51c030ebce7462c03a97d8917c00f4abc0ee64ce2665deabf75a196982,345,256,19,False,T-beam,0,19,0,0,0
221,train,1,000221.jpg,train,199,-2024-04-08-181056_png_jpg,-2024-04-08-181056_png_jpg,48df8a614c4bf2666b2888afba17c23a,60bb4e5764ca7cd0469c46f61889b2c5cce3d4c60198d1dd43e81db0606955d4,640,640,3,False,T-beam,0,3,0,0,0
222,train,9,000222.jpg,test,24,WH-L-1.jpg,WH-L-1.jpg,48fc0b5f09fd113b489dfebb374874e3,96b1f59c5b72a6d25aefd5204cca8a1b7e35650e9d6497d27d68f57637aa2221,1280,960,0,True,,0,0,0,0,0
223,train,4,000223.jpg,train,413,a11e48597575f2867df096f0aff0f8c_png,a11e48597575f2867df096f0aff0f8c_png,493044c2035be3e606b55456b3f8e234,3c83bc0f41bea42f6812221cbf6851bed70158992ac3d228ce442d9784ec9ce8,640,640,10,False,T-beam,0,10,0,0,0
224,train,8,000224.jpg,train,401,-_20230708190558_png_jpg,-_20230708190558_png_jpg,493830267cb7d03fc261e97e727d1695,feb91733aa6300818e2a41023471e4e81f06fab49ed5b0d383893b14b5e4a546,640,640,19,False,T-beam,0,19,0,0,0
225,train,5,000225.jpg,train,237,0804d9c3-5e85-4605-a005-23740bee0700_jpg,0804d9c3-5e85-4605-a005-23740bee0700_jpg,4a5da599825427b1cde6c41442729476,5b2b5271d4ff0d06cc2864c30aba7d66a4962e21727076917473caae1c7c46cd,640,640,17,False,HI-Beam,0,0,17,0,0
226,test,6,000226.jpg,valid,55,-2024-04-08-181235_png.jpg,-2024-04-08-181235_png.jpg,4b7206347c2db68b1984eebbb3b12f73,7dd39c01e5c923684bace13f852497cce9bec803fe6c5213551defb7f0cb9e5f,262,176,5,False,T-beam,0,5,0,0,0
227,train,1,000227.jpg,test,22,-2024-04-08-180147_png.jpg,-2024-04-08-180147_png.jpg,4c4cb394dfba70a6cdfd1de65dc099bc,8491d9ed013783df2360ea40235ab2a9cd60189e3e6fcb1577025180d1ab74a6,311,335,3,False,HI-Beam,0,0,3,0,0
228,test,6,000228.jpg,train,502,steelbeam79.jpg,steelbeam79.jpg,4c7eccaa3528951b1900b7b15c77a8bd,62ffb1207e3c0259b35c215fdbe22c33a320f815c6045f844644912dfb18a98d,500,667,6,False,HI-Beam,0,0,6,0,0
229,train,8,000229.jpg,train,174,-2024-04-08-181337_png.jpg,-2024-04-08-181337_png.jpg,4cd5be756c1ad81d1909f40093013b98,a2120962e30e52511ed893053704cb917ad0cf126ec7616b50283e6e9bdc7934,403,259,5,False,T-beam,0,5,0,0,0
230,train,3,000230.jpg,test,8,irii8idx_png_jpg,irii8idx_png_jpg,4cdee9592718033030aa5648de116e41,94098f648a4c51091fc6b7f09c355cfd3f295319453d7dbf0d43f77b2d41d3f0,640,640,8,False,T-beam,0,8,0,0,0
231,train,9,000231.jpg,train,60,-2024-04-08-180937_png.jpg,-2024-04-08-180937_png.jpg,4cf1ff7856f7ee0357714efe6094b729,6330d4399fa1d21dec484b52bee382b3f0e61f965dbf23d0184b08e06b664f78,421,467,10,False,T-beam,0,10,0,0,0
232,train,7,000232.jpg,train,206,d5f3ab32-26.jpg,d5f3ab32-26.jpg,4d207b94d394dcf5a2fe9fdb430b2dd9,7373bf2e2c186ed46c1a3580f397b0c904467612993b35ac4ecc6019cc538bba,416,416,30,False,Angle Bar,0,0,0,30,0
233,train,7,000233.jpg,train,532,WH-J-1.jpg,WH-J-1.jpg,4d23a6a53ad986eea574bc47aa10560f,16581083d1624334adf240b1b82a92ab889ce7eca613bde906e8e5ec9cfcc182,1280,960,0,True,,0,0,0,0,0
234,train,7,000234.jpg,train,463,-2024-04-10-132159.png,-2024-04-10-132159.png,4d3d8f0486399b4b3d53751a7b988f3f,12fe61c3644b03ad62126afdb2d3325b8595a917cc52a4774dee31cbcb4289a6,347,276,7,False,T-beam,0,7,0,0,0
235,train,7,000235.jpg,train,317,-2024-04-08-181752_png_jpg,-2024-04-08-181752_png_jpg,4dfe4110d60ebc13652589506a96a067,2d1a7ba7b1026975a47cf0b002e34bf3e3f6f0e0e4a3a3ea23efef182ba0c2f8,640,640,4,False,T-beam,0,4,0,0,0
236,test,6,000236.jpg,valid,74,8c41814c-8.jpg,8c41814c-8.jpg,4e790149abd198140761da91ce281dd7,a0b47ec3255bf3606be2a88b1634b87f3aa69285f012540bdcb7f25ddb703668,416,416,16,False,Angle Bar,0,0,0,16,0
237,train,0,000237.jpg,train,391,7496e1da-eefb-472b-abf2-576548470bf3.jpg,7496e1da-eefb-472b-abf2-576548470bf3.jpg,4f00e82d2bed53c736cca01349a56308,992a6a302b4b90a2768d11d7f6afd908423f36fa1dc138c2b0526d806d939aae,1080,810,0,True,,0,0,0,0,0
238,train,4,000238.jpg,train,270,steelbeam75.jpg,steelbeam75.jpg,4f82cb3230980495a41a58919ef21f08,106aeb4125e95c3e6ac6f3a1ccb1c7b8a9ab5c621009ba5ea0d5e44b8e96a837,500,500,7,False,HI-Beam,0,0,7,0,0
239,valid,2,000239.jpg,train,165,-2024-04-08-181703_png,-2024-04-08-181703_png,4fc059a7ec50e22e52882d8a7a64b3cb,b6de40031ae2336b79248f961007271b8d5f17f520b32db3f9449e67a65efa0a,640,640,8,False,T-beam,0,8,0,0,0
240,train,0,000240.jpg,train,583,ahxol49d.png,ahxol49d.png,4ffa681915e1fc8b5cf92add649dcaf7,046f4a9e5fce64552a4f993c0ed09bbadfb3e55c663f938c8cf617bff0459e95,308,278,6,False,HI-Beam,0,0,6,0,0
241,train,3,000241.jpg,valid,66,steelbeam64.jpg,steelbeam64.jpg,501014a2b5d80031a6c70d07da9e25e5,b62f596075367702ad0493068ee1339fb94753ea20d66aa87594f6428f75c3bc,500,492,4,False,HI-Beam,0,0,4,0,0
242,train,1,000242.jpg,train,572,-_20230924182411_png.jpg,-_20230924182411_png.jpg,501d35f4fa7c79a076d4032abaf8a291,8613305b86cdf098c6854703a6f369455d82fd157e6570e0722e42e740772b66,217,219,6,False,HI-Beam,0,0,6,0,0
243,train,4,000243.jpg,train,53,-2024-04-08-181342_png_jpg,-2024-04-08-181342_png_jpg,513c71befd59476c2c7ab916cad6a2d3,3752dfc05176ea08396b2a2f158fe5276170ccb74c04a6d1ed92489d8e0cd38e,640,640,5,False,T-beam,0,5,0,0,0
244,test,6,000244.jpg,test,23,images-5-_jpg,images-5-_jpg,518f9499e40bee290b01c7fb0c7b270b,e185979ec031571370af0ecffe3eb0ce04a95857457e63784951936ef1769b10,640,640,5,False,T-beam,0,5,0,0,0
245,train,9,000245.jpg,train,230,-_20230708190603_png_jpg,-_20230708190603_png_jpg,51d430a6d5acb82063e3bb7a6c43fd50,fb29c218ec2188eb9bad576f62b4477b0cee3c7f407ce8d3e783c3e6bbe33acc,640,640,20,False,T-beam,0,20,0,0,0
246,train,0,000246.jpg,train,42,-2024-04-08-181435_png_jpg,-2024-04-08-181435_png_jpg,5306f8ef1626a2ad33f2212d4d4e7cdf,979b056f2e3a1b982a8b60201cc854dbc33a5a0730650743adf4e1df2b78e563,640,640,5,False,T-beam,0,5,0,0,0
247,train,4,000247.jpg,train,337,417_original_png_jpg,417_original_png_jpg,53888277de39b8b198b48a51f8af91c2,7292a3ca91874957ac587dde88907a21e6bfadd20827c03f3284b60cea416912,640,640,19,False,Angle Bar,0,0,0,19,0
248,train,1,000248.jpg,valid,33,images-1-_jpg,images-1-_jpg,539a5588a72e05280e9f5f0ebc531d69,555e091dc3f027527fa3751a9ceca3b6a3bf586a3c173068e4e9cacc7e495ebd,640,640,3,False,T-beam,0,3,0,0,0
249,train,8,000249.jpg,train,28,-2024-04-10-131903_png_jpg,-2024-04-10-131903_png_jpg,53af3e3ca98d17104945f62996a6009d,1951be18f215a6fd5b90af9eec947523d1eeebf25d63e8d2932bc2ad67b5581c,640,640,12,False,T-beam,0,12,0,0,0
250,train,4,000250.jpg,train,225,-_20230924182509_png,-_20230924182509_png,53ba3f8f9d181438ae6a681ad0e17cab,b662943a6896e844cdc6ee430c12ad66c303e899c1a8b09a01fad45c3200dd52,640,640,5,False,T-beam,0,5,0,0,0
251,train,5,000251.jpg,train,37,-2024-04-08-181549.png,-2024-04-08-181549.png,53c8c5af094e5f7800301cd499b929de,535ef5e4e4ed394d5aa4ea616ad2165ac4087a53d4e3d7f59e7c4711a679e77d,294,241,5,False,T-beam,0,5,0,0,0
252,train,9,000252.jpg,train,20,-2024-04-09-190630.png,-2024-04-09-190630.png,53d4710fb7a2725441b389e124b10fc1,94c8ca83189cf54c7fa6d0a50d03cf1a702fcd97025f67238f7551df439dcdce,368,205,5,False,T-beam,0,5,0,0,0
253,train,9,000253.jpg,train,129,-2024-04-08-181805.png,-2024-04-08-181805.png,5440f6232967cbc2f802d5e3b1377065,70fad6347ec6777551b57bd3eeed45818d0c40446bf2ff1e44f30963a3420182,178,131,5,False,T-beam,0,5,0,0,0
254,train,9,000254.jpg,train,314,-2024-04-08-181549_png_jpg,-2024-04-08-181549_png_jpg,5544b616b81c8d06804b67dc71247027,6d25a9719c2c1a6a8b7a8204ade86f5530406954259e34b286ce4b9f6f2e2632,640,640,5,False,T-beam,0,5,0,0,0
255,train,8,000255.jpg,valid,21,-2024-04-10-132218_png_jpg,-2024-04-10-132218_png_jpg,5576a72b58d9a4e758cecd2643684fc9,8ead168b565f085a8a19601e88bc91ac076b6aee26682fac28134221d5d0c79e,640,640,5,False,T-beam,0,5,0,0,0
256,train,0,000256.jpg,train,306,-2024-04-08-181153_png,-2024-04-08-181153_png,559c93f4b5618593faba1be75f0e9ada,eacf8aac652fed9adb1b2b2bc9c86814c5f9c86a2853e846aaaf4e0a3fc169ef,640,640,10,False,T-beam,0,10,0,0,0
257,train,7,000257.jpg,train,433,-_20230924182432_png.jpg,-_20230924182432_png.jpg,55eebbf03fa44df437fe1d855c353448,cefed9a8818998c392b9ce7ba1b83f328731fb28b952767c6a03dd19ce00028d,1278,732,5,False,HI-Beam,0,0,5,0,0
258,train,9,000258.jpg,train,222,b13bf2a1-9ea0-457d-b9c3-074405b5f03a.jpg,b13bf2a1-9ea0-457d-b9c3-074405b5f03a.jpg,56463fb0eb5064baefcff799250733f4,9a934f4af0e549d69bbc57fd0885ccaf2a040310cc4a5fa15a61fabdf2a697e2,1080,810,0,True,,0,0,0,0,0
259,train,3,000259.jpg,train,275,WhatsApp-Image-2025-12-18-at-11-56-00.jpeg,WhatsApp-Image-2025-12-18-at-11-56-00.jpeg,567d22c0c26036b2ae466b725fae66f7,115db1b0a8e101fa5d47cfd9ff5e57114daaac542c9855bf98c0dfe7fe0eba64,960,1280,92,False,HI-Beam,0,0,92,0,0
260,train,8,000260.jpg,train,93,-2024-04-08-181030_png_jpg,-2024-04-08-181030_png_jpg,57337890eadb40216ba50e2ca4134bf7,ed89c96c60a2f46c2183d68a110e85b2a4be6807b522f855b60669600a0f0d37,640,640,4,False,T-beam,0,4,0,0,0
261,train,3,000261.jpg,train,242,-_20230708190603_png.jpg,-_20230708190603_png.jpg,5753b316f43260f6f28657cde209cf7c,98a0766aa33cde41255000c10863079321614ad82060d0c6761ff0cfe0c27c9a,474,258,19,False,T-beam,0,19,0,0,0
262,train,4,000262.jpg,train,154,c60978eed390eee904ede0407128e00_png_jpg,c60978eed390eee904ede0407128e00_png_jpg,576db1dbd392c2e8eb5d3241c1c5e2c2,3f9b3653cba6fd5b66bb68d239a38e869fee1e8b7dd3fdaaecc771f51b6e86ce,640,640,10,False,T-beam,0,10,0,0,0
263,test,6,000263.jpg,test,54,-2024-04-08-181115.png,-2024-04-08-181115.png,57c819898b7c6ff4af59b24a178e4bc6,1e96c836b04114f53738325be9f35705cc5e5320fd9e7cbba1ea1302592fdb68,347,210,3,False,T-beam,0,3,0,0,0
264,valid,2,000264.jpg,train,134,-2024-04-08-181616_png_jpg,-2024-04-08-181616_png_jpg,5833a861fe47300a975482aec151f43a,be86e705df6b52e197edb76e78fb4b01812a9dafacb6aabaef698ff57b3762e6,640,640,8,False,T-beam,0,8,0,0,0
265,train,0,000265.jpg,train,224,og.jpg,og.jpg,58af550c50dabe0e0e74862076350df3,753b4e484aac1005a1abebc230b28021da938f7141f5043d8f4e56fe8ded8a94,416,416,41,False,Angle Bar,0,0,0,41,0
266,train,7,000266.jpg,train,426,-2024-04-08-181403.png,-2024-04-08-181403.png,58edfc1e10635166681a6922a4575b25,09bb2208cf0b65d3d1405f4ba5bec9ae4feac21ad2e2c6a2187756abfe9dc9e2,413,225,5,False,T-beam,0,5,0,0,0
267,train,0,000267.jpg,train,588,-2024-04-08-181403_png_jpg,-2024-04-08-181403_png_jpg,593aaf12d629df766fc81a06f9961336,e9b24f5411d2e4bcbf6a5da8c7e173dbb69e35b317318a1fc2ece0895a11d63c,640,640,5,False,T-beam,0,5,0,0,0
268,test,6,000268.jpg,test,1,-_20230708190625.png,-_20230708190625.png,5986aada73463044fbfd94f3ba35d76a,30295d155fdb27661bee4cd7f55b49ad5a8ae84ed284d66b8ed17e7ffe1aa891,599,534,13,False,T-beam,0,13,0,0,0
269,test,6,000269.jpg,test,58,-2024-04-08-181353_png_jpg,-2024-04-08-181353_png_jpg,5a3ef7a0f181939e86fa66f462f2f044,8ea182aac88604fda8665c2e08a9ce6c54907e0c3133181a606a40f7199a714b,640,640,5,False,T-beam,0,5,0,0,0
270,train,1,000270.jpg,train,473,og_jpg,og_jpg,5a5b390127e6b26dcc64c79c92b56845,27b90d04a1b02e34fb2a33a38208ea0cadd880b360c57819153c07d092b8f9bc,640,640,83,False,Angle Bar,0,0,0,83,0
271,train,4,000271.jpg,train,356,-2024-04-08-181319_png.jpg,-2024-04-08-181319_png.jpg,5c04dc2821220739d835c78f8fa0a1f6,fe5c01befde41eeb1fa4c55542f08e3a93bdde1dee1c6ab05ef0a48937defbe2,454,314,5,False,T-beam,0,5,0,0,0
272,train,1,000272.jpg,train,424,-2024-04-08-181203.png,-2024-04-08-181203.png,5c8068a0461f1395c729c319fcfa535a,a11e8ebb79df0f9fa9fc3e60fb8f858cbd098fb5e30ce7fd6f7a3b395cbb75a3,216,144,5,False,T-beam,0,5,0,0,0
273,train,4,000273.jpg,train,483,-_20230924182512_png_jpg,-_20230924182512_png_jpg,5c98d6ee0eebeaa4cf05095f485ff0ac,5b533859220b7d669c2d2e83b92d3c08995ed9bc09921f5f0a4101306c96b09e,640,640,5,False,T-beam,0,5,0,0,0
274,train,4,000274.jpg,train,489,-2024-04-08-181425_png_jpg,-2024-04-08-181425_png_jpg,5ca05fd70968de9f716ef14cc7da80da,a9afe91098f143c106295bd227f0bd85047be1da5775680e6aae16c256b34dcc,640,640,5,False,T-beam,0,5,0,0,0
275,train,0,000275.jpg,train,201,-2024-04-08-181056.png,-2024-04-08-181056.png,5d612d517a4dba8566816539f50982d1,84d8e0504881b906191da328f4293c6ebf1d6f596d543c63edea839bcbf910af,331,215,3,False,T-beam,0,3,0,0,0
276,train,3,000276.jpg,test,63,c53b2cdbce75a32fd0107fdacfe80da.png,c53b2cdbce75a32fd0107fdacfe80da.png,5e94c9700e1268dc464c1105e43a9681,719367375b4c05b7e980b8bbfb1ce8eec2f28d6a229d701fd979cc9420d62988,795,723,5,False,T-beam,0,5,0,0,0
277,train,3,000277.jpg,test,2,1dc16d51-1f31-41d7-81b2-8ea85fdeed96.jpg,1dc16d51-1f31-41d7-81b2-8ea85fdeed96.jpg,5ea12e9d1592c85503971f7df773ec62,eabdc1fc513ddc3efc37c4c318b7f1767239c91a8a009c31b6894a5761fb1a57,1080,810,0,True,,0,0,0,0,0
278,train,3,000278.jpg,train,499,-2024-04-08-181324_png_jpg,-2024-04-08-181324_png_jpg,5ea95f0d034b3fd1f40e209f10e115ed,05bc7d2fb37f3ab7fd459732abfba55f14023db1aba26af9aee389230000e01b,640,640,5,False,T-beam,0,5,0,0,0
279,train,9,000279.jpg,train,162,-2024-04-08-181409_png,-2024-04-08-181409_png,5eeae3af9bd269347a1ca5b503199542,8e01782459a766e2c85f207e1307409b915e317337fc51e5b5a2503cd8d4dd92,640,640,5,False,T-beam,0,5,0,0,0
280,train,4,000280.jpg,train,192,-2024-04-08-181302_png_jpg,-2024-04-08-181302_png_jpg,5f1312233257a230592afa808ce56df6,5f83d663d6da79d0b7316b9c8012c66733b823619bb4fd0eaf9989bdc7e797c4,640,640,4,False,T-beam,0,4,0,0,0
281,valid,2,000281.jpg,train,506,-2024-04-08-180035_png.jpg,-2024-04-08-180035_png.jpg,5f8c3ccf367ec08a601ddcf09bdd5a1e,26731f261d7b617bb859a9cb0b857df612e5bcd4567bb94a0a9bcd4a767e76c9,471,257,4,False,HI-Beam,0,0,4,0,0
282,valid,2,000282.jpg,test,38,-2024-04-08-180955_png_jpg,-2024-04-08-180955_png_jpg,60126ceacf32a9b7b0c90dfb04e617b2,12cc6bae0031492972607652f2542567d17477dc0f96aa6face8b18324be9f50,640,640,10,False,T-beam,0,10,0,0,0
283,train,8,000283.jpg,test,16,-2024-04-10-133606.png,-2024-04-10-133606.png,60184dbd4b2dfb17dcbae55077d70315,f57bca0f1ba6710e2719c278e856294cc462c830a312082f8e2e3b9a6320662d,247,180,3,False,T-beam,0,3,0,0,0
284,test,6,000284.jpg,train,18,1597886626403_png.jpg,1597886626403_png.jpg,6022bcbe3036f4a773aa80aedd98d249,a48035de0ab1b0fd0b7016684369b82aee8fa01d9ac3e12bfbaa3ab01042f96d,623,508,8,False,HI-Beam,0,0,8,0,0
285,train,9,000285.jpg,valid,57,-2024-04-08-175857_png.jpg,-2024-04-08-175857_png.jpg,60445852a33f7cc520c4b17013f59cab,0c29f587097cde32d562a9b27798e4430d94e8c67c18a5471d768ad9973791d3,298,250,5,False,HI-Beam,0,0,5,0,0
286,train,8,000286.jpg,train,108,-_20230924182512.png,-_20230924182512.png,60514396635a3a2605004f215bee4bbc,0f507e0a1fe45244d8463fe54eb6cc6d2e967d03c23524ed2c975437f0b853fa,453,288,5,False,T-beam,0,5,0,0,0
287,train,0,000287.jpg,train,347,-_20230924182512_png,-_20230924182512_png,60e66ceba9d233030b644d9b4cc5817a,d5601762c9b94d9d9ef433bcbdbe7e4698f6ac4070128ed304c3c68571026321,640,640,5,False,T-beam,0,5,0,0,0
288,valid,2,000288.jpg,train,466,1a6d38b9-fb29-449b-8476-3a01c93774a7.jpg,1a6d38b9-fb29-449b-8476-3a01c93774a7.jpg,60f41bd9c25f89f9f55534754a014fc1,22e705256e2b87855ed4c2b4771c1315b35ea6ff9d68aaf775b5c1d36d124cf2,1080,486,42,False,HI-Beam,0,0,42,0,0
289,train,4,000289.jpg,train,472,75eca624-51dc-4c3c-b562-01af37c83370.jpg,75eca624-51dc-4c3c-b562-01af37c83370.jpg,618121f31fe2cbfad4c56061bc2b8e6b,b87a3a67c606c4ba62041c0d2f3b695d0918e90cc7c827e2376b5749b1a6768f,488,1040,462,False,Channel,462,0,0,0,0
290,train,4,000290.jpg,train,182,Besi-T-Beam.jpg,Besi-T-Beam.jpg,618ef17114a48c765187b4e075d5d3d6,32cc8f9e103bbdf088d472d4e6f376e89ed115508e5ffd1b46ea3496f4768a4b,640,640,18,False,T-beam,0,18,0,0,0
291,train,8,000291.jpg,train,191,-2024-04-08-181724_png_jpg,-2024-04-08-181724_png_jpg,621ce76a5bb83995a3cebe4bb01d1a33,904dad4db66b5d4d452d15f02f3d55c8b15ce0e53e910f718be9efc10d3a586e,640,640,4,False,T-beam,0,4,0,0,0
292,train,4,000292.jpg,train,157,8c1ef5ca-bc5b-4f76-9150-408f28da951e.jpg,8c1ef5ca-bc5b-4f76-9150-408f28da951e.jpg,63a44f48a48cfee9dcc88c723176fdf4,1e5a97445f758abe6326df243dd328b860161295d5a2e7496abdfe5c179c7d36,540,960,143,False,Channel,143,0,0,0,0
293,train,9,000293.jpg,train,195,103f559751e75f575b7101078f8b0fa_png_jpg,103f559751e75f575b7101078f8b0fa_png_jpg,64305e0cd76689539eaeae554ed7cd71,97a294035ca59fa9bb31a8958e5c7115f0823194601a76644c2e49ad72fdd742,640,640,19,False,T-beam,0,19,0,0,0
294,train,8,000294.jpg,train,97,16c3ab3b-13_jpg,16c3ab3b-13_jpg,6431213f738f0dfbe3a6c4e078702a29,c9306c7b0e6b168a82cfed75ad4c075ce0277ee81c7fe7e214716f6307937c59,640,640,18,False,Angle Bar,0,0,0,18,0
295,train,1,000295.jpg,train,186,-2024-04-08-181529.png,-2024-04-08-181529.png,6468c5df8d57d97945359ea88d36876d,d86f0e475c007b742a4911b80e583739db51ac26b07cdf1a09f4cb3846b32dd6,267,221,5,False,T-beam,0,5,0,0,0
